Date,Time,PU_Adress,Base_No
7/1/2014,8:15,305 W 28 ST NYC,B00256
7/1/2014,8:15,133 W 87 St Nyc,B00256
7/1/2014,8:17,LGA,B00256
7/1/2014,8:19,JFK,B00256
7/1/2014,8:20,430 E 6 ST NYC,B00256
7/1/2014,8:20,LGA,B00256
7/1/2014,8:20,EWR,B00256
7/1/2014,8:23,LGA,B00256
7/1/2014,8:25,300-398  E 21st St New York,B00256
7/1/2014,8:25,LGA,B00256
7/1/2014,8:26,LGA,B00256
7/1/2014,8:27,EWR,B00256
7/1/2014,8:28,1700 York Avenue New York,B00256
7/1/2014,8:30,228 W 47 ST NYC,B00256
7/1/2014,8:30,"343 gold st Fort Green, Bk",B00256
7/1/2014,8:30,55 W 44 St Nyc,B00256
7/1/2014,8:30,2300 Frederick Douglass B Nyc,B00256
7/1/2014,8:30,120 E 12 St NYC,B00256
7/1/2014,8:30,700 8 Ave NYC,B00256
7/1/2014,8:30,402 E 64 ST NYC,B00256
7/1/2014,8:30,"4615 Center Blvd Long Island City, QU",B00256
7/1/2014,8:30,390 1 AVE NYC,B00256
7/1/2014,8:30,60 Sutton Pl S Nyc,B00256
7/1/2014,8:30,150 E 69 St Nyc,B00256
7/1/2014,8:30,21 WEST ST NYC,B01743
7/1/2014,8:30,70 Park Ave Nyc,B00256
7/1/2014,8:30,121 W 28 St Nyc,B00256
7/1/2014,8:30,300  E 75th St New York,B00256
7/1/2014,8:30,99 E 4 St NYC,B00256
7/1/2014,8:30,305  E 24 St NYC,B00256
7/1/2014,8:30,858 WEST END AVE NYC,B00256
7/1/2014,8:30,410 E 92 ST NYC,B00256
7/1/2014,8:30,15 West 24th Street New York,B00256
7/1/2014,8:30,16 W 16 ST NYC,B00256
7/1/2014,8:30,45   Tudor City Pl Nyc,B00256
7/1/2014,8:30,135 E 71 St Nyc,B00256
7/1/2014,8:30,205 E 82 ST NYC,B00256
7/1/2014,8:30,137 E 38 St NYC,B00256
7/1/2014,8:30,445 E 80 ST NYC,B00256
7/1/2014,8:30,40 E 10 St NYC,B00256
7/1/2014,8:30,424 E 13 ST NYC,B00256
7/1/2014,8:30,788  Columbus Ave NYC,B00256
7/1/2014,8:30,560 1 Ave Nyc,B00256
7/1/2014,8:30,130 East End Ave Nyc,B00256
7/1/2014,8:30,165 E 89 St Nyc,B00256
7/1/2014,8:30,400 WEST END AVE NYC,B00256
7/1/2014,8:30,305 W 50 St Nyc,B00256
7/1/2014,8:30,420 E 86 St Nyc,B00256
7/1/2014,8:30,227 Mulberry St Nyc,B01868
7/1/2014,8:30,866 3 Ave NYC,B00256
7/1/2014,8:30,601 W 113 St NYC,B00256
7/1/2014,8:30,61 JANE ST NYC,B00256
7/1/2014,8:30,27 W 11 ST NYC,B00256
7/1/2014,8:30,317 E 78 St NYC,B00256
7/1/2014,8:30,311 W 50 St Nyc,B00256
7/1/2014,8:35,213 W 23 St Nyc,B00256
7/1/2014,8:35,123 E 112 St Nyc,B00256
7/1/2014,8:36,EWR,B00256
7/1/2014,8:40,66 E 99 St Nyc,B00256
7/1/2014,8:40,506 E 13 St Nyc,B00256
7/1/2014,8:40,1540 York Avenue New York,B00256
7/1/2014,8:40,1675 York Avenue New York,B00256
7/1/2014,8:42,200 West 56th Street New York,B00256
7/1/2014,8:42,JFK,B00256
7/1/2014,8:44,8 Spruce Street New York,B00256
7/1/2014,8:45,JFK,B00256
7/1/2014,8:45,71 MERCER ST NYC,B00256
7/1/2014,8:45,511 Lexington Ave NYC,B00256
7/1/2014,8:45,1520 York Ave Nyc,B00256
7/1/2014,8:45,425 E 63 ST Nyc,B00256
7/1/2014,8:45,79 E 125 St NYC,B00256
7/1/2014,8:45,1623 3 Ave NYC,B01743
7/1/2014,8:45,333 E 79 ST NYC,B00256
7/1/2014,8:45,201 E 19 ST Nyc,B00256
7/1/2014,8:45,12 White St New York,B00256
7/1/2014,8:45,240 Riverside Blvd Nyc,B00256
7/1/2014,8:45,245 W 74 ST NYC,B00256
7/1/2014,8:45,171 E 84 St NYC,B00256
7/1/2014,8:45,25  Charles St NYC,B00256
7/1/2014,8:45,200 CENTRAL PARK S NYC,B00256
7/1/2014,8:45,"50 N 5 St Williamsburg, BK",B00256
7/1/2014,8:45,515 E 79 ST NYC,B00256
7/1/2014,8:45,935 St Nicholas Ave Nyc,B00256
7/1/2014,8:45,1365 York Ave NYC,B00256
7/1/2014,8:45,310 E 90 ST NYC,B00256
7/1/2014,8:45,601 E 20 St Nyc,B00256
7/1/2014,8:45,1965 Broadway Nyc,B00256
7/1/2014,8:45,320 W 38 St NYC,B00256
7/1/2014,8:45,169 E 69 St NYC,B00256
7/1/2014,8:45,225 Rector Pl NYC,B00256
7/1/2014,8:45,410 E 20 St Nyc,B00256
7/1/2014,8:45,250 E 49 St NYC,B00256
7/1/2014,8:45,560 W 43 St Nyc,B00256
7/1/2014,8:45,522 E 20 St Nyc,B00256
7/1/2014,8:45,160 Bennett Ave NYC,B00256
7/1/2014,8:45,1535 Broadway New York,B00256
7/1/2014,8:46,LGA,B00256
7/1/2014,8:50,424 West End Ave Nyc,B00256
7/1/2014,8:51,LGA,B00256
7/1/2014,8:58,JFK,B00256
7/1/2014,9:00,"162 Withers Street Williamsburg, BK",B00256
7/1/2014,9:00,401 E 89 ST NYC,B00256
7/1/2014,9:00,1700 York Ave Nyc,B00256
7/1/2014,9:00,888 8 Ave Nyc,B00256
7/1/2014,9:00,225 E 86 St NYC,B00256
7/1/2014,9:00,647 E 11 St NYC,B00256
7/1/2014,9:00,150 W 80 ST NYC,B00256
7/1/2014,9:00,1535 Broadway Nyc,B00256
7/1/2014,9:00,2025 Broadway Nyc,B00256
7/1/2014,9:00,"196 Park Ave Leonia, NJ",B00256
7/1/2014,9:00,301 PARK AVE NYC,B00256
7/1/2014,9:00,830 8 Ave NYC,B00256
7/1/2014,9:00,519 E 6 St Nyc,B00256
7/1/2014,9:00,355 South End Ave NYC,B00256
7/1/2014,9:00,440 E 79 St Nyc,B00256
7/1/2014,9:00,40 SUTTON PL NYC,B01868
7/1/2014,9:00,111 Fulton St NYC,B00256
7/1/2014,9:00,115 E 87 ST NYC,B00256
7/1/2014,9:00,510 E 23 ST/   1ST AVE NYC,B01868
7/1/2014,9:00,109 E 42 ST NYC,B00256
7/1/2014,9:00,365 PARK AVE S NYC,B00256
7/1/2014,9:00,144  E 36 St NYC,B00256
7/1/2014,9:00,1 WASHINGTON SQ VILLAG NYC,B00256
7/1/2014,9:00,50 CENTRAL PARK W NYC,B00256
7/1/2014,9:00,363 Bleecker St NYC,B01868
7/1/2014,9:00,245 E 63 St NYC,B00256
7/1/2014,9:00,"4 OAKDALE DR Westbury, LI",B00256
7/1/2014,9:00,65 CENTRAL PARK W NYC,B00256
7/1/2014,9:00,61 W 62 St Nyc,B00256
7/1/2014,9:00,404 E 86 St Nyc,B00256
7/1/2014,9:00,1800 E Putnam Ave Old Greenwich,B00256
7/1/2014,9:00,416 E 11 St Nyc,B00256
7/1/2014,9:00,"175 BLOOMINGDALE RD White Plains ,NY.",B00256
7/1/2014,9:00,329 E 94 St NYC,B00256
7/1/2014,9:00,445 LAFAYETTE ST NYC,B00256
7/1/2014,9:00,155 W 68 St NYC,B00256
7/1/2014,9:00,"275 SUMMER ST Stamford, CT",B00256
7/1/2014,9:00,50 Murray Street New York,B01743
7/1/2014,9:00,270 W 43 ST NYC,B00256
7/1/2014,9:00,167 Eldridge St NYC,B00256
7/1/2014,9:00,172 E 4 ST NYC,B00256
7/1/2014,9:00,444 E 82 St Nyc,B00256
7/1/2014,9:00,633 E 11 St NYC,B00256
7/1/2014,9:00,166 W 123 St NYC,B00256
7/1/2014,9:00,350 W 12 St Nyc,B00256
7/1/2014,9:00,40 E 10 St Nyc,B00256
7/1/2014,9:00,60 W 57 ST NYC,B00256
7/1/2014,9:00,309 5 Ave NYC,B00256
7/1/2014,9:00,1115 5 Ave NYC,B00256
7/1/2014,9:00,"3435 76 St Jackson Heights, QU",B00256
7/1/2014,9:00,101 W 79 ST NYC,B00256
7/1/2014,9:00,1535 Broadway New York,B00256
7/1/2014,9:00,3 Sheridan Square Nyc,B00256
7/1/2014,9:00,160 W 77 ST NYC,B00256
7/1/2014,9:00,135 W 45 St Nyc,B00256
7/1/2014,9:00,237 W 54 St Nyc,B00256
7/1/2014,9:00,120 E 39 ST NYC,B00256
7/1/2014,9:00,599 W 190 St NYC,B00256
7/1/2014,9:00,360 E 88 St Nyc,B00256
7/1/2014,9:00,"83 N. Fordham Rd.  Hicksville, LI",B00256
7/1/2014,9:00,3 Hanover Sq Nyc,B00256
7/1/2014,9:00,502 W 141 St Nyc,B00256
7/1/2014,9:02,LGA,B00256
7/1/2014,9:04,626 West End Avenue New York,B00256
7/1/2014,9:05,534 E 11 ST NYC,B00256
7/1/2014,9:05,147 W 43 ST NYC,B00256
7/1/2014,9:07,LGA,B00256
7/1/2014,9:09,JFK,B00256
7/1/2014,9:10,152 W 76 St Nyc,B00256
7/1/2014,9:10,20 E 9 St Nyc,B00256
7/1/2014,9:10,353 E 83 ST NYC,B00256
7/1/2014,9:10,123 E 15 St Nyc,B00256
7/1/2014,9:12,LGA,B00256
7/1/2014,9:15,130 W 46 ST NYC,B00256
7/1/2014,9:15,1619 3 Ave NYC,B00256
7/1/2014,9:15,108 E 96 St NYC,B00256
7/1/2014,9:15,95 Pitt St NYC,B00256
7/1/2014,9:15,220  E 26 St NYC,B00256
7/1/2014,9:15,306 E 91 ST NYC,B00256
7/1/2014,9:15,80 East End Avenue New York,B00256
7/1/2014,9:15,LGA,B00256
7/1/2014,9:15,484 W 43 ST NYC,B00256
7/1/2014,9:15,109 W 89 ST NYC,B00256
7/1/2014,9:15,455 NORTH END AVE NYC,B00256
7/1/2014,9:15,30 W 61 St NYC,B00256
7/1/2014,9:15,7 W 81 St Nyc,B00256
7/1/2014,9:15,1675 York Ave Nyc,B00256
7/1/2014,9:15,8 W 72 St Nyc,B00256
7/1/2014,9:15,1438 3 Ave Nyc,B00256
7/1/2014,9:15,709 W 176 St NYC,B00256
7/1/2014,9:15,400 E 56 ST NYC,B00256
7/1/2014,9:15,11 E 76 St Nyc,B00256
7/1/2014,9:15,215 E 68 ST Nyc,B00256
7/1/2014,9:15,"1349 new field  ave  Stamford, CT",B00256
7/1/2014,9:15,179 E 70 ST NYC,B00256
7/1/2014,9:15,85 W Broadway Nyc,B00256
7/1/2014,9:18,JFK,B00256
7/1/2014,9:19,JFK,B00256
7/1/2014,9:20,LGA,B00256
7/1/2014,9:20,"87-06 159 AVE HOWARD BEACH, QU",B00256
7/1/2014,9:20,424 E 85 St NYC,B00256
7/1/2014,9:20,"59 Kent St Greenpoint, BK",B00256
7/1/2014,9:20,LGA,B00256
7/1/2014,9:25,205 E 86 St Nyc,B00256
7/1/2014,9:27,EWR,B00256
7/1/2014,9:27,LGA,B00256
7/1/2014,9:29,LGA,B00256
7/1/2014,9:30,167 E 82 St Nyc,B00256
7/1/2014,9:30,59 W 35 ST NYC,B01868
7/1/2014,9:30,"905 River Road Edgewater, NJ",B00256
7/1/2014,9:30,447 E 52 St Nyc,B00256
7/1/2014,9:30,"1171 Ossipee Rd West Hempstead, LI",B00256
7/1/2014,9:30,2 South End Ave NYC,B00256
7/1/2014,9:30,340 E 94 ST NYC,B00256
7/1/2014,9:30,"540 washington boulevard JERSEY CITY, NJ",B00256
7/1/2014,9:30,130 W 46 St Nyc,B00256
7/1/2014,9:30,305 E 40 ST NYC,B00256
7/1/2014,9:30,196 E 75 ST NYC,B00256
7/1/2014,9:30,142 WEST END AVE NYC,B00256
7/1/2014,9:30,101 W 55 St Nyc,B00256
7/1/2014,9:30,599 West End Ave Nyc,B00256
7/1/2014,9:30,414 E 52 ST NYC,B00256
7/1/2014,9:30,333 E 79 St NYC,B00256
7/1/2014,9:30,7 E 85 St NYC,B00256
7/1/2014,9:30,4 WASHINGTON SQ VILLAG NYC,B00256
7/1/2014,9:30,1535 BROADWAY NYC,B00256
7/1/2014,9:30,60 E 8 ST NYC,B00256
7/1/2014,9:30,233 W 77 ST NYC,B00256
7/1/2014,9:30,830  BROADWAY NYC,B00256
7/1/2014,9:30,78 E 1 St NYC,B00256
7/1/2014,9:30,345 E 69 ST NYC,B00256
7/1/2014,9:30,515  W 59 St NYC,B00256
7/1/2014,9:30,218 W 50 St NYC,B00256
7/1/2014,9:30,35 E 12 St NYC,B00256
7/1/2014,9:30,20 E 9 St Nyc,B00256
7/1/2014,9:30,328 E 95 St NYC,B00256
7/1/2014,9:30,615 W 136 St NYC,B00256
7/1/2014,9:30,"75 Livingston St Brooklyn Heights, BK",B00256
7/1/2014,9:30,211 North End Ave NYC,B00256
7/1/2014,9:30,21 W 86 St NYC,B00256
7/1/2014,9:30,45 W 44 ST NYC,B00256
7/1/2014,9:30,200 E 66 ST NYC,B00256
7/1/2014,9:30,150 W 82 St Nyc,B00256
7/1/2014,9:39,JFK,B00256
7/1/2014,9:39,JFK,B00256
7/1/2014,9:40,35 W 96 ST NYC,B00256
7/1/2014,9:45,204 W Houston St NYC,B00256
7/1/2014,9:45,100 RIVERSIDE DR Nyc,B00256
7/1/2014,9:45,2 Sutton Pl S NYC,B00256
7/1/2014,9:45,125 E 50 St NYC,B00256
7/1/2014,9:45,427 E 89 ST NYC,B00256
7/1/2014,9:45,345 8 AVE Nyc,B00256
7/1/2014,9:45,235 W 22 ST NYC,B00256
7/1/2014,9:45,1 W 64 ST Nyc,B00256
7/1/2014,9:45,216 E 47 ST NYC,B00256
7/1/2014,9:45,15 CENTRAL PARK W NYC,B00256
7/1/2014,9:45,337 E 77 St NYC,B00256
7/1/2014,9:45,"31 RIVER COURT JERSEY CITY, NJ",B00256
7/1/2014,9:45,JFK,B00256
7/1/2014,9:45,315 E 65 St Nyc,B01868
7/1/2014,9:45,22 W 66 St Nyc,B00256
7/1/2014,9:45,725 hollydale rd  Fairfield CT,B00256
7/1/2014,9:45,356 W 58 ST NYC,B00256
7/1/2014,9:45,68 BRADHURST AVE NYC,B00256
7/1/2014,9:45,185 E 85 St Nyc,B00256
7/1/2014,9:45,649 2nd Avenue New York,B00256
7/1/2014,9:45,JFK,B00256
7/1/2014,9:46,EWR,B00256
7/1/2014,9:46,JFK,B00256
7/1/2014,9:50,68 W 106 St Nyc,B00256
7/1/2014,9:51,LGA,B00256
7/1/2014,9:51,LGA,B00256
7/1/2014,9:54,LGA,B00256
7/1/2014,9:58,LGA,B00256
7/1/2014,10:00,"  RED HOOK, BK",B00256
7/1/2014,10:00,"72 Bowne St Red Hook, BK",B00256
7/1/2014,10:00,111 E 56 ST NYC,B00256
7/1/2014,10:00,"54 Winding Way Morris Plains, NJ",B00256
7/1/2014,10:00,210 E 68 St NYC,B00256
7/1/2014,10:00,"80 Cedar Road Westbury, LI",B00256
7/1/2014,10:00,230 W 99 St NYC,B00256
7/1/2014,10:00,305 W 18 St Nyc,B00256
7/1/2014,10:00,455 MADISON AVE NYC,B00256
7/1/2014,10:00,400 E 52 ST NYC,B00256
7/1/2014,10:00,61 Jane St NYC,B00256
7/1/2014,10:00,190 WAVERLY PL NYC,B00256
7/1/2014,10:00,101 W 55 St Nyc,B00256
7/1/2014,10:00,1025 5 Ave NYC,B00256
7/1/2014,10:00,460 RIVERSIDE DR NYC,B00256
7/1/2014,10:00,530 E 20 St NYC,B00256
7/1/2014,10:00,223 W 70 St Nyc,B00256
7/1/2014,10:00,45 W 44 St NYC,B00256
7/1/2014,10:00,125 E 7 St Nyc,B00256
7/1/2014,10:00,190 E 72 ST NYC,B00256
7/1/2014,10:00,"5080 SUNRISE HIGHWAY Massapequa Park, LI",B00256
7/1/2014,10:00,50 E 89 ST NYC,B00256
7/1/2014,10:00,201 W 55 St NYC,B00256
7/1/2014,10:00,132 W 32 St Nyc,B00256
7/1/2014,10:00,255 W 90 ST NYC,B00256
7/1/2014,10:00,310 E 46 ST NYC,B00256
7/1/2014,10:00,"3713 E Tremont Ave Throgs Neck, BX",B00256
7/1/2014,10:00,"476 Bay Ridge Pky Bay Ridge, BK",B00256
7/1/2014,10:00,77 7 Ave Nyc,B00256
7/1/2014,10:00,601 WEST END AVE NYC,B00256
7/1/2014,10:00,363 E 76 St NYC,B00256
7/1/2014,10:00,300 E 56 St Nyc,B00256
7/1/2014,10:00,305 E 24 ST NYC,B00256
7/1/2014,10:00,157  E 2 St NYC,B00256
7/1/2014,10:00,345 E 86 St Nyc,B00256
7/1/2014,10:00,164  Mulberry St New York,B00256
7/1/2014,10:00,12 E 86 ST NYC,B00256
7/1/2014,10:00,363 W 16 ST NYC,B00256
7/1/2014,10:00,9 Crosby St Nyc,B00256
7/1/2014,10:00,325 W 86 ST NYC,B00256
7/1/2014,10:00,1725 YORK AVE NYC,B00256
7/1/2014,10:00,200 E 61 St Nyc,B00256
7/1/2014,10:00,222 E 51 St Nyc,B00256
7/1/2014,10:00,325 5 AVE NYC,B00256
7/1/2014,10:00,EWR,B00256
7/1/2014,10:02,LGA,B00256
7/1/2014,10:02,LGA,B00256
7/1/2014,10:03,LGA,B00256
7/1/2014,10:05,JFK,B00256
7/1/2014,10:10,121 Fulton St Nyc,B00256
7/1/2014,10:12,JFK,B00256
7/1/2014,10:15,43 W 32 ST NYC,B00256
7/1/2014,10:15,59 W 44 ST NYC,B00256
7/1/2014,10:15,126 E 92 St NYC,B00256
7/1/2014,10:15,251 E 32 St Nyc,B00256
7/1/2014,10:15,300 E 74 ST NYC,B00256
7/1/2014,10:15,1653  3 Ave NYC,B00256
7/1/2014,10:15,484 W 43 ST NYC,B00256
7/1/2014,10:15,501 E 87 ST NYC,B00256
7/1/2014,10:15,15 E 91 ST NYC,B00256
7/1/2014,10:15,230 W 55 St Nyc,B00256
7/1/2014,10:15,"608 E 2nd Street Kensington, BK",B00256
7/1/2014,10:15,7 LISPENARD ST NYC,B00256
7/1/2014,10:15,"70-25 Yellowstone Blvd Forest Hills, QU",B00256
7/1/2014,10:15,"401 NORTH BAY AVE  Beach Haven, NJ",B00256
7/1/2014,10:15,170 East End Avenue New York,B00256
7/1/2014,10:15,205 West End Ave Nyc,B00256
7/1/2014,10:16,LGA,B00256
7/1/2014,10:16,EWR,B00256
7/1/2014,10:22,EWR,B00256
7/1/2014,10:24,LGA,B01868
7/1/2014,10:25,EWR,B00256
7/1/2014,10:25,105 DUANE ST NYC,B00256
7/1/2014,10:25,461 CENTRAL PARK W NYC,B00256
7/1/2014,10:26,LGA,B00256
7/1/2014,10:30,310 W BROADWAY NYC,B00256
7/1/2014,10:30,"46 MAYHEW AVE Larchmont ,NY.",B00256
7/1/2014,10:30,120 W 105 St Nyc,B00256
7/1/2014,10:30,392 Central Park W Nyc,B00256
7/1/2014,10:30,1335 6 AVE NYC,B00256
7/1/2014,10:30,300 North End Ave Nyc,B00256
7/1/2014,10:30,210 W 90 St NYC,B00256
7/1/2014,10:30,"464 Classon Ave Adelphi, BK",B00256
7/1/2014,10:30,1995 Broadway Nyc,B00256
7/1/2014,10:30,147 Waverly Pl Nyc,B00256
7/1/2014,10:30,65 W 90 St Nyc,B00256
7/1/2014,10:30,245 E 19 ST NYC,B00256
7/1/2014,10:30,"51 Quaker Ridge Manhasset, LI",B00256
7/1/2014,10:30,"15 Hillpark Avenue Great Neck, LI",B00256
7/1/2014,10:30,58 E 79 ST NYC,B00256
