Date,Time,State,PuFrom,Address,Street
2014.09.18,6:45,NY                                                                                                                           ,Farmingdale,16,BERNARD ST          
2014.09.18,15:30,NJ                                                                                                                           ,WOODCLIFF LAKE,100,TICE BLVD           
2014.09.29,9:54,LGA DELTA MIDDLE ISLAND                                                                                                      ,,      ,                    
2014.09.12,17:15,NY                                                                                                                           ,MANHATTAN,564,PARK AVE            
2014.09.17,8:59,LGA UNITED Pick-up Island                                                                                                    ,,      ,                    
2014.09.22,13:20,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.09.29,7:36,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.09.29,9:00,NY                                                                                                                           ,MANHATTAN,15,RIVINGTON ST        
2014.09.29,5:45,NY                                                                                                                           ,PORT JEFFERSON,110,CLINTON AVE         
2014.09.12,6:30,NY                                                                                                                           ,HICKSVILLE,30,BRUCE AVE           
2014.09.22,15:00,NY                                                                                                                           ,MANHATTAN,1633,BROADWAY            
2014.09.16,15:00,NY                                                                                                                           ,MANHATTAN,1601,3 AVE               
2014.09.19,8:30,NY                                                                                                                           ,MANHASSET,5,EVERGREEN CIR       
2014.09.24,12:45,NY                                                                                                                           ,MANHATTAN,9,W 31 ST             
2014.09.24,15:30,NY                                                                                                                           ,WOODBURY,88,FROEHLICH FARM BLVD 
2014.09.24,5:30,NY                                                                                                                           ,MANHATTAN,237,MADISON AVE         
2014.09.26,9:02,NY                                                                                                                           ,MANHATTAN,301,PARK AVE            
2014.08.31,8:30,NY                                                                                                                           ,LAWRENCE,60,BARRETT RD          
2014.08.31,12:00,NY                                                                                                                           ,MANHATTAN,700,8 AVE               
2014.09.25,9:30,NY                                                                                                                           ,Westbury,289,Post Ave            
2014.09.30,11:30,NY                                                                                                                           ,MANHATTAN,18,E 48 ST             
2014.09.17,11:45,NY                                                                                                                           ,MANHATTAN,150,W 56 ST             
2014.09.25,12:30,NY                                                                                                                           ,MANHATTAN,201,E 87 ST             
2014.09.18,12:00,NY                                                                                                                           ,MANHATTAN,45,E 45 ST             
2014.09.24,6:25,JFK DELTA TERM 4  P/U AREA C                                                                                                 ,,      ,                    
2014.09.18,16:12,NY                                                                                                                           ,MANHATTAN,193,E 3 ST              
2014.09.30,10:30,NY                                                                                                                           ,MANHATTAN,31,W 11 ST             
2014.09.30,6:29,JFK DELTA TERM 2  CURBSIDE                                                                                                   ,,      ,                    
2014.09.24,9:15,NY                                                                                                                           ,STATEN ISLAND,64,RYAN PL             
2014.09.22,11:00,NY                                                                                                                           ,MANHATTAN,2,GRAMERCY PK W       
2014.09.26,14:00,NY                                                                                                                           ,MANHATTAN,130,E 18 ST             
2014.09.30,15:15,NY                                                                                                                           ,MANHATTAN,250,E 54 ST             
2014.07.03,20:34,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.07.03,21:00,NY                                                                                                                           ,MANHATTAN,157,DUANE ST            
2014.07.09,18:17,EWR SOUTHWEST OUTSIDE DOOR 2                                                                                                 ,,      ,                    
2014.07.08,20:50,NY                                                                                                                           ,MANHATTAN,5009,BROADWAY            
2014.07.02,15:45,NY                                                                                                                           ,MANHATTAN,466,LEXINGTON AVE       
2014.07.13,12:00,NJ                                                                                                                           ,BERNARDSVILLE,81,POST KUNHARDT RD    
2014.07.02,19:24,LGA DELTA MIDDLE ISLAND                                                                                                      ,,      ,                    
2014.07.08,17:00,NJ                                                                                                                           ,TETERBORO,719SH ,JET AVIATION        
2014.07.10,17:34,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.07.10,16:00,NY                                                                                                                           ,MANHATTAN,633,3 Ave               
2014.07.13,13:33,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.07.14,11:00,NJ                                                                                                                           ,MONROE TOWNSHIP,1,DAVID BRAINERD DR   
2014.07.07,22:00,NY                                                                                                                           ,MANHATTAN,629,W 173 ST            
2014.07.09,21:48,EWR US AIR OUTSIDE DOOR #8                                                                                                   ,,      ,                    
2014.07.01,16:00,NJ                                                                                                                           ,FAR HILLS,400,LONG LN             
2014.07.25,19:25,JFK VIRGIN AMERICA Pickup Area C                                                                                             ,,      ,                    
2014.07.01,22:35,NY                                                                                                                           ,MANHATTAN,7,TIMES SQ            
2014.07.08,20:17,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.07.01,21:19,NY                                                                                                                           ,MANHATTAN,32,W 10 ST             
2014.07.09,15:45,NJ                                                                                                                           ,LONG BRANCH,344,BRIGHTON AVE        
2014.07.07,17:57,JFK UNITED DOMESTIC Pickup Area A                                                                                            ,,      ,                    
2014.07.06,21:45,NY                                                                                                                           ,MANHATTAN,40,W 57 ST             
2014.07.07,15:45,NY                                                                                                                           ,MANHATTAN,60,W 23 ST             
2014.07.07,13:00,NJ                                                                                                                           ,SHORT HILLS,33,WILDWOOD DR         
2014.07.03,18:00,NJ                                                                                                                           ,Hillsborough,711,WHITENACK CT        
2014.07.06,19:30,NJ                                                                                                                           ,WEST NEW YORK,7000,KENNEDY BLVD E      
2014.07.06,17:00,NJ                                                                                                                           ,FAIRFIELD,PVT   ,AIR BOUND AVIATION  
2014.07.07,20:16,LGA United Pick-up Island                                                                                                    ,LGA,      ,                    
2014.07.14,18:58,NY                                                                                                                           ,MANHATTAN,51,W 51 ST             
2014.07.02,20:30,NY                                                                                                                           ,MANHATTAN,1120,6 AVE               
2014.07.02,21:18,NY                                                                                                                           ,MANHATTAN,1,PENN PLAZA          
2014.07.01,20:00,NY                                                                                                                           ,MANHATTAN,402,7 AVE               
2014.07.16,18:00,NJ                                                                                                                           ,WOODBRIDGE,122,FREEMAN ST          
2014.07.14,15:11,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.07.14,17:15,NY                                                                                                                           ,LAWRENCE,405,BARRETT RD          
2014.07.17,12:00,NJ                                                                                                                           ,NEWARK,1,W Raymond Place     
2014.07.02,14:00,NJ                                                                                                                           ,NEWARK,36,CARSON RD           
2014.07.10,13:30,NJ                                                                                                                           ,SUMMIT,570,SPRINGFIELD AVE     
2014.07.10,22:00,LGA WESTJET PICK-UP ISLAND                                                                                                   ,,      ,                    
2014.07.06,20:48,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.07.08,23:09,NY                                                                                                                           ,MANHATTAN,404,8 AVE               
2014.07.14,14:00,NY                                                                                                                           ,MANHATTAN,235,W 48 ST             
2014.07.13,15:45,NY                                                                                                                           ,MANHATTAN,71,W 12 ST             
2014.07.08,14:45,NJ                                                                                                                           ,BASKING RIDGE,1,Verizon Way         
2014.07.31,17:30,NJ                                                                                                                           ,NEWARK,      ,RAYMOND BLVD        
2014.07.24,21:20,EWR DELTA DOMESTIC LOWER LEVEL AREA 4                                                                                        ,,      ,                    
2014.07.24,19:00,NJ                                                                                                                           ,New Brunswick,55,Paterson St         
2014.07.14,20:59,NY                                                                                                                           ,MANHATTAN,375,GREENWICH ST        
2014.07.29,15:34,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.07.10,18:49,NY                                                                                                                           ,MANHATTAN,120,CEDAR ST            
2014.07.17,17:45,NY                                                                                                                           ,MANHATTAN,454,W 54 ST             
2014.07.27,13:30,NJ                                                                                                                           ,PRINCETON,22,MORVEN PL           
2014.07.24,22:21,NY                                                                                                                           ,MANHATTAN,1221,6 AVE               
2014.07.25,0:15,NY                                                                                                                           ,MANHATTAN,1301,6 AVE               
2014.08.04,23:16,LGA AMERICAN Pick-up Island                                                                                                  ,LGA,      ,                    
2014.08.10,11:00,NY                                                                                                                           ,MANHATTAN,234,W 42 ST             
2014.07.10,23:30,NY                                                                                                                           ,MANHATTAN,235,E 45 ST             
2014.07.25,12:00,NJ                                                                                                                           ,BASKING RIDGE,300,N MAPLE AVE         
2014.07.30,21:53,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.07.29,22:23,NY                                                                                                                           ,MANHATTAN,331,W 4 ST              
2014.08.13,21:26,EWR UNITED LOWER LEVEL PU AREA                                                                                               ,,      ,                    
2014.08.05,15:12,EWR UNITED TERM A DOOR 2                                                                                                     ,,      ,                    
2014.07.27,16:30,NY                                                                                                                           ,MANHATTAN,348,E 89 ST             
2014.07.29,20:15,CT                                                                                                                           ,BRANFORD,49,ROSE ST             
2014.07.30,18:30,NY                                                                                                                           ,MANHATTAN,1633,BROADWAY            
2014.08.08,20:22,EWR UNITED PICK-UP AREA 3                                                                                                    ,EWR,      ,                    
2014.08.06,23:39,LGA UNITED Pick-up Island                                                                                                    ,,      ,                    
2014.07.31,21:41,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.08.01,19:45,PA                                                                                                                           ,VILLANOVA,      ,E LANCASTER AVE     
2014.07.31,22:48,NY                                                                                                                           ,MANHATTAN,402,7 AVE               
2014.08.01,13:30,NJ                                                                                                                           ,UNION,650,LIBERTY AVE         
2014.07.27,16:00,NY                                                                                                                           ,MANHATTAN,134,BANK ST             
2014.08.04,20:15,NJ                                                                                                                           ,Princeton,111,Biscayne Court      
2014.08.22,20:33,EWR United TERM C  AREA 3                                                                                                    ,EWR,      ,                    
2014.08.07,14:30,NY                                                                                                                           ,MANHATTAN,200,HUDSON ST           
2014.08.07,12:00,NJ                                                                                                                           ,KENILWORTH,60,S 31ST ST           
2014.08.10,9:15,NJ                                                                                                                           ,COLONIA,752,S MIDDLESEX AVE     
2014.08.10,21:54,NJ                                                                                                                           ,SECAUCUS,350,LIGHTING WAY        
2014.08.07,17:57,JFK AIR FRANCE Outside at the curb                                                                                           ,JFK,      ,                    
2014.08.05,18:00,NY                                                                                                                           ,MANHATTAN,1410,BROADWAY            
2014.08.01,14:08,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.07.25,13:30,NY                                                                                                                           ,MANHATTAN,402,7 AVE               
2014.08.06,15:15,NY                                                                                                                           ,MANHATTAN,55,BROADWAY            
2014.07.25,16:00,CT                                                                                                                           ,GREENWICH,537,STEAMBOAT RD        
2014.07.27,17:16,NY                                                                                                                           ,CEDARHURST,623,CENTRAL AVE         
2014.08.06,17:20,JFK JET BLUE DOMESTIC PICK UP AREA 3                                                                                         ,,      ,                    
2014.08.12,20:36,EWR DELTA DOMESTIC LOWER LEVEL # 3                                                                                           ,,      ,                    
2014.08.07,22:43,LGA SOUTHWEST AIRLINES MIDDLE ISLAND                                                                                         ,,      ,                    
2014.08.07,23:35,NY                                                                                                                           ,MANHATTAN,50,W 50 ST             
2014.08.07,23:42,NY                                                                                                                           ,MANHATTAN,200,W 51 ST             
2014.08.06,22:00,NY                                                                                                                           ,BROOKLYN,180,MONTAGUE ST         
2014.08.03,21:00,NJ                                                                                                                           ,UNION,1814,BURNET AVE          
2014.08.08,14:30,NY                                                                                                                           ,MANHATTAN,212,E 42 ST             
2014.08.08,12:00,NJ                                                                                                                           ,SUCCASUNNA,17,CONSTITUTION AVE    
2014.08.08,15:30,NY                                                                                                                           ,MANHATTAN,520,E 72 ST             
2014.08.07,12:51,NY                                                                                                                           ,MANHATTAN,215,E 24 ST             
2014.08.08,18:00,NY                                                                                                                           ,MANHATTAN,136,W 75 ST             
2014.08.05,19:00,NY                                                                                                                           ,MANHATTAN,841,BROADWAY            
2014.08.13,17:22,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.08.10,18:45,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.08.10,23:30,JFK AMERICAN DOMESTIC Pickup Area C                                                                                          ,,      ,                    
2014.07.30,16:32,EWR LUFTHANSA LEVEL 2 DOOR 8                                                                                                 ,,      ,                    
2014.08.17,19:59,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.08.03,17:25,EWR ALASKA AIRLINE DOOR# 5                                                                                                   ,,      ,                    
2014.08.14,19:30,NY                                                                                                                           ,MANHATTAN,365,7 AVE               
2014.08.10,21:05,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.08.08,16:36,JFK AMERICAN DOMESTIC Pickup Area B                                                                                          ,,      ,                    
2014.08.16,12:13,NJ                                                                                                                           ,EAST BRUNSWICK,26,HENRY ST            
2014.08.18,19:15,NY                                                                                                                           ,MANHATTAN,85,8 AVE               
2014.08.04,21:47,NY                                                                                                                           ,MANHATTAN,32,E 10 ST             
2014.08.12,18:00,NJ                                                                                                                           ,ISELIN,100,MIDDLESEX TPKE      
2014.08.21,15:39,EWR Air Canada Outside Door #2                                                                                               ,EWR,      ,                    
2014.08.18,1:11,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.08.15,22:24,EWR UNITED PICK-UP AREA 3                                                                                                    ,EWR,      ,                    
2014.08.15,14:48,NY                                                                                                                           ,MANHATTAN,1166,6 AVE               
2014.08.26,13:00,NY                                                                                                                           ,NEWARK,      ,RAYMOND BLVD        
2014.08.22,12:30,NJ                                                                                                                           ,SOMERSET,200,FRANKLIN SQUARE DR  
2014.08.20,21:10,NY                                                                                                                           ,MANHATTAN,225,10 AVE              
2014.08.13,19:30,NY                                                                                                                           ,MANHATTAN,75,WALL ST             
2014.08.20,19:18,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.07.29,13:30,NJ                                                                                                                           ,Piscataway Township,484,WHITTIER AVE        
2014.08.05,20:31,NJ                                                                                                                           ,SUMMIT,556,MORRIS AVE          
2014.08.05,21:31,NY                                                                                                                           ,MANHATTAN,29,W 17 ST             
2014.08.06,13:00,NJ                                                                                                                           ,LYONS,151,KNOLLCROFT RD       
2014.08.14,17:34,LGA DELTA Pick-up Island                                                                                                     ,,      ,                    
2014.08.19,16:30,NY                                                                                                                           ,MANHATTAN,1,LIBERTY PLAZA       
2014.08.22,0:08,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.08.15,11:45,NJ                                                                                                                           ,UNION,1721,MORRIS AVE          
2014.08.13,19:00,NY                                                                                                                           ,MANHATTAN,60,THOMPSON ST         
2014.08.14,13:30,NY                                                                                                                           ,MANHATTAN,229,CHRYSTIE ST         
2014.08.15,18:45,NY                                                                                                                           ,MANHATTAN,240,E 90 ST             
2014.08.15,15:30,NY                                                                                                                           ,MANHATTAN,280,PARK AVE            
2014.08.15,17:02,LGA Air Canada Pick-up Island                                                                                                ,LGA,      ,                    
2014.08.19,20:30,NY                                                                                                                           ,MANHATTAN,306,W 22 ST             
2014.08.28,19:15,JFK QANTAS Pickup Area A                                                                                                     ,JFK,      ,                    
2014.08.21,17:00,NY                                                                                                                           ,MANHATTAN,1372,BROADWAY            
2014.09.08,15:00,NJ                                                                                                                           ,BRIDGEWATER,700,COMMONS WAY         
2014.08.24,18:00,NJ                                                                                                                           ,METUCHEN,521,WAKEFIELD DR        
2014.08.28,16:00,NY                                                                                                                           ,MANHATTAN,212,E 42 ST             
2014.08.21,19:08,NY                                                                                                                           ,MANHATTAN,1,PENN PLAZA          
2014.08.21,21:30,NY                                                                                                                           ,MANHATTAN,518,W 27 ST             
2014.08.18,16:00,NJ                                                                                                                           ,Pennington,1200,Merrill Lynch Drive 
2014.08.16,16:00,NY                                                                                                                           ,MANHATTAN,83,WARREN ST           
2014.09.12,15:30,NY                                                                                                                           ,MANHATTAN,1535,BROADWAY            
2014.08.26,17:30,NY                                                                                                                           ,MANHATTAN,623,5 AVE               
2014.08.20,16:00,NJ                                                                                                                           ,BASKING RIDGE,1,VERIZON WAY         
2014.09.13,13:28,EWR UNITED PICK-UP AREA 3                                                                                                    ,EWR,      ,                    
2014.08.14,12:00,NJ                                                                                                                           ,BERKELEY HEIGHTS,100,CONNELL DR          
2014.09.07,17:00,NJ                                                                                                                           ,WARREN,50,STIRLING RD         
2014.09.06,14:17,NY                                                                                                                           ,MANHATTAN,95,CHRISTOPHER ST      
2014.08.22,20:00,NJ                                                                                                                           ,LIVINGSTON,68,OLD SHORT HILLS RD  
2014.08.26,15:20,LGA US AIR PICK-UP ISLAND                                                                                                    ,LGA,      ,                    
2014.09.08,16:46,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.09.10,15:30,NJ                                                                                                                           ,MILLBURN,44,ESSEX ST            
2014.08.21,15:00,NJ                                                                                                                           ,CRANFORD,2,WOODSHOLE RD        
2014.09.09,16:30,NJ                                                                                                                           ,BEDMINSTER,811,RATTLESNAKE BRIDGE R
2014.09.09,18:00,NY                                                                                                                           ,MANHATTAN,166,E 63 ST             
2014.09.11,21:14,EWR UNITED LOWER LEVEL PU AREA                                                                                               ,,      ,                    
2014.09.07,20:25,EWR Jetblue Outside Door #2                                                                                                  ,EWR,      ,                    
2014.08.28,14:00,NJ                                                                                                                           ,GARWOOD,608,SOUTH AVE           
2014.09.10,18:15,NY                                                                                                                           ,MANHATTAN,155,E 50 ST             
2014.09.16,17:30,EWR UNITED TERM C  AREA 3                                                                                                    ,EWR,      ,                    
2014.08.22,13:23,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.09.11,15:15,NY                                                                                                                           ,MANHATTAN,30,W 21 ST             
2014.09.12,11:45,NY                                                                                                                           ,MANHATTAN,260,PARK AVE S          
2014.09.10,17:45,NY                                                                                                                           ,MANHATTAN,270,PARK AVE            
2014.09.11,12:30,NJ                                                                                                                           ,SOMERSET,2101,COTTONTAIL LN       
2014.09.12,10:30,NJ                                                                                                                           ,MORRISTOWN,100,MADISON AVE         
2014.09.14,16:00,NJ                                                                                                                           ,FAR HILLS,400,LONG LN             
2014.09.12,18:30,NY                                                                                                                           ,MANHATTAN,245,W 55 ST             
2014.09.13,11:15,NJ                                                                                                                           ,Lawrenceville,283,Fieldboro Drive     
2014.08.19,15:30,NJ                                                                                                                           ,SHORT HILLS,1200,MORRIS TPKE         
2014.09.11,19:00,NY                                                                                                                           ,MANHATTAN,851,6 AVE               
2014.09.15,17:15,LGA UNITED Pick-up Island                                                                                                    ,,      ,                    
2014.09.15,16:15,NY                                                                                                                           ,Manhattan                               ,420,W 14 ST             
2014.09.15,21:00,EWR UNITED PICK-UP AREA 3                                                                                                    ,,      ,                    
2014.09.11,14:09,EWR BRITISH AIRWAYS AREA 4/LOWER LEVEL                                                                                       ,EWR,      ,                    
2014.09.05,16:45,NJ                                                                                                                           ,Union City,3900,PALISADE AVE        
2014.09.15,22:47,NY                                                                                                                           ,MANHATTAN,20,W 20 ST             
2014.09.10,19:30,NY                                                                                                                           ,MANHATTAN,137,W 37 ST             
2014.09.11,17:07,JFK US AIR Pickup Area C                                                                                                     ,,      ,                    
2014.09.12,16:52,JFK ANA (NIPPON AIR) Pickup Area A                                                                                           ,,      ,                    
2014.09.30,17:30,NJ                                                                                                                           ,NEW BRUNSWICK,410,George Street       
2014.09.25,21:58,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.09.26,16:00,EWR Southwest OUTSIDE DOOR 2                                                                                                 ,EWR,      ,                    
2014.09.29,13:00,NJ                                                                                                                           ,NEWARK,100,MULBERRY ST         
2014.09.24,13:00,NJ                                                                                                                           ,NORTH BRUNSWICK,923,AZALEA DR           
2014.09.17,22:00,NY                                                                                                                           ,MANHATTAN,4,BLEECKER ST         
2014.09.18,17:30,NJ                                                                                                                           ,NEW BRUNSWICK,5,CHAPEL DR           
2014.09.24,15:30,NY                                                                                                                           ,MANHATTAN,354,E 91 ST             
2014.09.19,17:00,NY                                                                                                                           ,MANHATTAN,88,PINE ST             
2014.09.26,17:15,NY                                                                                                                           ,MANHATTAN,53,PARK PL             
2014.09.30,21:49,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.09.19,15:30,NJ                                                                                                                           ,Woodbridge,10,WOODBRIDGE CENTER DR
2014.09.19,19:09,LGA DELTA SHUTTLE OUTSIDE                                                                                                    ,,      ,                    
2014.09.17,19:29,JFK AMERICAN DOMESTIC Pickup Area C                                                                                          ,,      ,                    
2014.09.15,15:00,NJ                                                                                                                           ,CRANFORD,29,ALDEN ST            
2014.09.24,14:25,EWR UNITED TERM B LWR LVL AREA5                                                                                              ,,      ,                    
2014.09.16,21:18,EWR SOUTHWEST OUTSIDE DOOR 2                                                                                                 ,,      ,                    
2014.09.17,15:30,NJ                                                                                                                           ,Piscataway,885,Centennial Avenue   
2014.09.24,20:00,CT                                                                                                                           ,STAMFORD,700,E MAIN ST           
2014.09.06,12:30,NJ                                                                                                                           ,PRINCETON,253,NASSAU ST           
2014.09.26,19:59,EWR United TERM C  AREA 3                                                                                                    ,EWR,      ,                    
2014.09.26,21:40,EWR UNITED TERM C  AREA 3                                                                                                    ,,      ,                    
2014.09.29,18:15,NY                                                                                                                           ,MANHATTAN,485,5 AVE               
2014.07.28,9:30,NY                                                                                                                           ,MANHATTAN           ,445,W 19 ST             
2014.07.05,7:00,NY                                                                                                                           ,MANHATTAN,207,W 10 ST             
2014.07.07,8:45,NY                                                                                                                           ,MANHATTAN,80,CENTRAL PARK WEST   
2014.07.06,10:00,NY                                                                                                                           ,QUEENS,5910,ST FELIX AVE        
2014.07.01,4:00,NY                                                                                                                           ,MANHATTAN,90,WEST ST             
2014.07.03,5:15,NY                                                                                                                           ,MANHATTAN,130,W 12 ST             
2014.07.02,5:00,NY                                                                                                                           ,MANHATTAN,255,W 23 ST             
2014.07.10,4:15,NY                                                                                                                           ,MANHATTAN,550,W 54 ST             
2014.07.01,8:00,NY                                                                                                                           ,MANHATTAN,31,E 12 ST             
2014.07.09,7:30,NY                                                                                                                           ,MANHATTAN,99,BANK ST             
2014.07.04,8:00,LGA US AIR PICK-UP ISLAND                                                                                                    ,,      ,                    
2014.07.01,6:00,NY                                                                                                                           ,MANHATTAN,15,BROAD ST            
2014.07.03,4:00,NY                                                                                                                           ,MANHATTAN,1335,6 AVE               
2014.08.28,3:45,NY                                                                                                                           ,MANHATTAN,117,E 89 ST             
2014.07.03,7:00,NY                                                                                                                           ,MANHATTAN,25,UNION SQ W          
2014.07.03,11:45,NY                                                                                                                           ,MANHATTAN,1,PARK AVE            
2014.07.02,3:30,NY                                                                                                                           ,MANHATTAN,166,E 34 ST             
2014.07.05,4:15,NY                                                                                                                           ,MANHATTAN,16,E 8 ST              
2014.07.10,12:30,NY                                                                                                                           ,QUEENS,10825,HORACE HARDING EXP  
2014.07.06,5:34,NY                                                                                                                           ,QUEENS,4134,CRESCENT ST         
2014.07.09,5:15,NY                                                                                                                           ,MANHATTAN,277,WEST END AVE        
2014.07.11,7:30,NY                                                                                                                           ,MANHATTAN,450,W 24 ST             
2014.07.07,6:15,NY                                                                                                                           ,MANHATTAN,8,SPRUCE ST           
2014.07.11,5:30,NY                                                                                                                           ,MANHATTAN,250,W 19 ST             
2014.07.08,11:19,NY                                                                                                                           ,QUEENS,3229,159 ST              
2014.07.02,7:00,NY                                                                                                                           ,MANHATTAN,245,E 25 ST             
2014.07.07,4:00,NY                                                                                                                           ,MANHATTAN,622,W 114 ST            
2014.07.07,5:00,NY                                                                                                                           ,MANHATTAN,119,ST MARKS PL         
2014.07.04,7:15,NY                                                                                                                           ,MANHATTAN,60,E 9 ST              
2014.07.07,8:30,NY                                                                                                                           ,MANHATTAN,35,E 32 ST             
2014.07.10,9:45,NY                                                                                                                           ,MANHATTAN,377,BLEECKER ST         
2014.07.04,5:30,NY                                                                                                                           ,MANHATTAN,33,CHARLTON ST         
2014.07.08,9:15,NY                                                                                                                           ,QUEENS,14402,135 AVE             
2014.07.13,4:15,NY                                                                                                                           ,MANHATTAN,49,HOWARD ST           
2014.07.17,6:45,NY                                                                                                                           ,MANHATTAN,124,E 28 ST             
2014.07.12,6:30,NY                                                                                                                           ,MANHATTAN,1,Irving Pl           
2014.07.11,12:00,NY                                                                                                                           ,QUEENS,27111,76 AVE              
2014.07.13,9:30,NY                                                                                                                           ,QUEENS,20019,28 AVE              
2014.07.13,3:45,NY                                                                                                                           ,MANHATTAN,464,W 44 ST             
2014.07.14,4:00,NY                                                                                                                           ,MANHATTAN,226,W 50 ST             
2014.07.12,10:00,NY                                                                                                                           ,QUEENS,4142,50 ST               
2014.07.11,4:15,NY                                                                                                                           ,MANHATTAN,103,READE ST            
2014.07.16,4:00,NY                                                                                                                           ,MANHATTAN,181,VARICK ST           
2014.07.22,4:30,NY                                                                                                                           ,MANHATTAN,80,PARK AVE            
2014.07.12,4:00,NY                                                                                                                           ,MANHATTAN,819,FDR DRIVE           
2014.07.18,6:00,NY                                                                                                                           ,MANHATTAN,370,E 76 ST             
2014.07.06,4:00,NY                                                                                                                           ,MANHATTAN,60,1 AVE               
2014.07.15,4:15,NY                                                                                                                           ,MANHATTAN,365,W 52 ST             
2014.07.10,15:00,NY                                                                                                                           ,MANHATTAN,200,5 AVE               
2014.07.16,7:15,NY                                                                                                                           ,MANHATTAN,77,BLEECKER ST         
2014.07.20,7:30,NY                                                                                                                           ,MANHATTAN,1,WASHINGTON SQ VILLAG
2014.07.15,6:00,NY                                                                                                                           ,MANHATTAN,21,E 22 ST             
2014.07.23,11:00,NY                                                                                                                           ,SEA CLIFF,216,LITTLEWORTH LN      
2014.07.04,4:15,NY                                                                                                                           ,MANHATTAN,601,W 57 ST             
2014.07.19,7:00,NJ                                                                                                                           ,JERSEY CITY,153,WEGMAN PKWY         
2014.07.19,7:55,LGA SPIRIT Pick-up Island                                                                                                    ,,      ,                    
2014.07.05,9:17,NY                                                                                                                           ,MANHATTAN,101,W 12 ST             
2014.07.16,5:45,NY                                                                                                                           ,MANHATTAN,134,E 22 ST             
2014.07.03,9:00,NY                                                                                                                           ,MANHATTAN,55,W 25 ST             
2014.07.22,11:45,NY                                                                                                                           ,QUEENS,4310,CRESCENT ST         
2014.07.17,10:00,NY                                                                                                                           ,MANHATTAN,420,PARK AVE S          
2014.07.17,9:00,NY                                                                                                                           ,MANHATTAN,312,W 90 ST             
2014.07.23,3:30,NY                                                                                                                           ,MANHATTAN,226,W 50 ST             
2014.07.15,8:30,NY                                                                                                                           ,MANHATTAN,40,E 9 ST              
2014.07.18,4:15,NY                                                                                                                           ,MANHATTAN,95,HORATIO ST          
2014.07.20,4:45,NY                                                                                                                           ,MANHATTAN,424,WEST END AVE        
2014.07.14,5:00,NY                                                                                                                           ,MANHATTAN,142,E 16 ST             
2014.07.14,7:00,NY                                                                                                                           ,QUEENS,2550,CRESCENT ST         
2014.07.21,7:00,NY                                                                                                                           ,MANHATTAN,102,E 31 ST             
2014.07.19,4:15,NY                                                                                                                           ,MANHATTAN,88,MADISON AVE         
2014.07.13,6:15,NY                                                                                                                           ,MANHATTAN,164,ORCHARD ST          
2014.07.14,5:30,NY                                                                                                                           ,MANHATTAN,40,WATERSIDE PLAZA     
2014.07.21,10:45,NY                                                                                                                           ,QUEENS,3620,216 ST              
2014.07.15,9:30,NY                                                                                                                           ,MANHATTAN,201,E 12 ST             
2014.07.25,5:30,NY                                                                                                                           ,MANHATTAN,95,HORATIO ST          
2014.07.22,5:30,NY                                                                                                                           ,MANHATTAN,44,E 12 ST             
2014.07.28,6:00,NY                                                                                                                           ,MANHATTAN,210,W 19 ST             
2014.07.24,4:15,NY                                                                                                                           ,MANHATTAN,100,W 26 ST             
2014.07.22,12:37,NY                                                                                                                           ,QUEENS,16104,JEWEL AVE           
2014.07.21,5:30,NY                                                                                                                           ,MANHATTAN,235,E 22 ST             
2014.07.22,8:00,NY                                                                                                                           ,MANHATTAN,20,WATERSIDE PLAZA     
2014.07.25,4:00,NY                                                                                                                           ,MANHATTAN,298,MULBERRY ST         
2014.07.23,6:45,NY                                                                                                                           ,MANHATTAN,145,E 16 ST             
2014.07.23,5:00,NY                                                                                                                           ,MANHATTAN,16,W 16 ST             
2014.07.30,6:53,NY                                                                                                                           ,MANHATTAN,409,E 14 ST             
2014.07.18,10:45,NY                                                                                                                           ,QUEENS,6730,DARTMOUTH ST        
